Prediction,Target,Machine Percentage,Similarity Percent,Occurances,Count
,,,,,
image guidance,image guidance,1,1,1,2054
,,,,,
segmentation,surgical planning,0.071347028,0.23,1,2055
,,,,,
registration,surgical planning,0.114283212,0.04,1,2056
,,,,,
instrument tracking,surgical planning,0.308734715,0.03,1,2057
,,,,,
multimodal imaging,minimally invasive therapy,0.193702102,0.01,1,2058
,,,,,
mri based image guided surgery,interventional mri,0.165507212,0.02,1,2059
,,,,,
"['computer based imaging', 'neurosurgery', 'open mri', 'image guidance', 'segmentation', 'registration', 'instrument tracking', 'multimodal imaging', 'mri based image guided surgery']","['interventional mri', 'neurosurgery', 'image guidance', 'minimally invasive therapy', 'surgical planning']",N/A,0.23,1,2060
,,,,,
dynamic response,fredholm integral equation,0.024314933,0.1,1,2061
,,,,,
pile,pile,1,1,1,2062
,,,,,
porous medium,porous media,0.485561311,1,1,2063
,,,,,
plane sh waves,sh waves,0.412163317,1,1,2064
,,,,,
hankel transformation,fredholm integral equation,0.17532137,0.12,1,2065
,,,,,
integral equation,fredholm integral equation,0.44171986,0.21,1,2066
,,,,,
"['dynamic response', 'pile', 'porous medium', 'plane sh waves', 'hankel transformation', 'integral equation']","['pile', 'sh waves', 'fredholm integral equation', 'biots theory', 'porous media']",N/A,0.21,1,2067
,,,,,
animal cognition,animal cognition,1,1,1,2068
,,,,,
behavior biology,computational behavior biology,0.535040557,0.45,1,2069
,,,,,
animal communication,animal cognition,0.747680247,1,1,2070
,,,,,
cognitive ecology,cognitive ecology,1,1,1,2071
,,,,,
social learning,social learning,1,1,1,2072
,,,,,
animal logics,animal cognition,0.497917622,0.21,1,2073
,,,,,
cognitive modeling,cognitive ecology,0.735310853,1,1,2074
,,,,,
animal cognition models,animal cognition,0.661249638,0.45,5,2075
,,,,,
animal,animal cognition,0.414219886,0.65,1,2076
,,,,,
"['animal cognition', 'behavior biology', 'animal communication', 'cognitive ecology', 'social learning', 'animal logics', 'cognitive modeling', 'animal cognition models', 'animal cognition models', 'animal cognition models', 'animal cognition models', 'animal cognition models', 'animal']","['animal cognition', 'cognitive ecology', 'social learning', 'behavioral informatics', 'computational behavior biology', 'bioinspired computing and communication']",N/A,0.34,1,2077
,,,,,
boundary,boundary crossing,0.634809315,0.56,1,2078
,,,,,
facebook,facebook,1,1,1,2079
,,,,,
framing,framing,1,1,1,2080
,,,,,
language learning,language learning activities,0.717494905,0.76,1,2081
,,,,,
extended spaces,extended spaces,1,1,1,2082
,,,,,
social networking sites,language learning activities,0.168431729,0.43,1,2083
,,,,,
social media,facebook,0.092957973,0.2,1,2084
,,,,,
cscl,sns,0.394741237,0.04,1,2085
,,,,,
"['boundary', 'facebook', 'framing', 'language learning', 'extended spaces', 'social networking sites', 'social media', 'cscl']","['facebook', 'framing', 'language learning activities', 'extended spaces', 'sns', 'boundary crossing', 'computer supported collaborative learning']",N/A,0.34,1,2086
,,,,,
stabilizing process,stabilizing process,0.999999762,1,1,2087
,,,,,
unstable structure,unstable structures,0.896864891,1,1,2088
,,,,,
dynamic relaxation method,dynamic relaxation method,1,1,1,2089
,,,,,
energy minimization technique,dynamic relaxation method,0.281753421,0.12,1,2090
,,,,,
finite difference integration technique,dynamic relaxation method,0.397671312,0.2,1,2091
,,,,,
"['stabilizing process', 'unstable structure', 'dynamic relaxation method', 'energy minimization technique', 'finite difference integration technique']","['stabilizing process', 'unstable structures', 'dynamic relaxation method']",N/A,0.6,1,2092
,,,,,
parallelization,parallelization,0.999999762,1,1,2093
,,,,,
hierarchical clustering,clustering,0.349216253,0.21,1,2094
,,,,,
gene expression,gene expression,1,1,1,2095
,,,,,
parallel algorithms,parallelization,0.517505527,0.45,1,2096
,,,,,
microarray data analysis,parallelization,0.13428551,0.12,1,2097
,,,,,
"['parallelization', 'hierarchical clustering', 'gene expression', 'parallel algorithms', 'microarray data analysis']","['parallelization', 'clustering', 'gene expression']",N/A,0.34,1,2098
,,,,,
cellular automata,multidimensional cellular automata,0.459530145,0.45,1,2099
,,,,,
non wandering,multidimensional cellular automata,-0.184763685,0.1,1,2100
,,,,,
combinatorial problems,combinatorial problems,1,0.1,1,2101
,,,,,
d dimensional systems,discrete dynamical systems,0.245454773,1,1,2102
,,,,,
"['cellular automata', 'non wandering', 'combinatorial problems', 'd dimensional systems']","['multidimensional cellular automata', 'combinatorial problems', 'symbolic dynamics', 'discrete dynamical systems']",N/A,0.21,1,2103
,,,,,
ws security,ws security,1,1,1,2104
,,,,,
soap,web services,0.042527203,0.1,1,2105
,,,,,
security gateway,ws security,0.208511665,0.21,1,2106
,,,,,
event based xml,event based processing,0.494172215,0.32,1,2107
,,,,,
ws security processing,ws security,0.637112737,0.76,1,2108
,,,,,
"['ws security', 'soap', 'security gateway', 'event based xml', 'ws security processing']","['ws security', 'web services', 'event based processing']",N/A,0.23,1,2109
,,,,,
scheduling,scheduling,1,1,1,2110
,,,,,
multiple agents,multiple agent,0.779233873,1,1,2111
,,,,,
genetic algorithm,maintenance activity,0.190842912,0.12,1,2112
,,,,,
local search,maintenance activity,-0.011413835,0.21,1,2113
,,,,,
"['scheduling', 'multiple agents', 'genetic algorithm', 'local search']","['scheduling', 'multiple agent', 'single machine', 'total weighted completion time', 'maintenance activity', 'makespan']",N/A,0.65,1,2114
,,,,,
tree seed algorithm,tree and seed,0.330136299,1,1,2115
,,,,,
continuous optimization,numeric optimization,0.373017132,0.7,1,2116
,,,,,
tsa method,numeric optimization,0.004231423,0.54,1,2117
,,,,,
swarm intelligence,numeric optimization,0.184292346,0.1,1,2118
,,,,,
"['tree seed algorithm', 'continuous optimization', 'tsa method', 'swarm intelligence']","['heuristic search', 'tree and seed', 'numeric optimization', 'multilevel thresholding']",N/A,0.34,1,2119
,,,,,
multidimensional multiple choice knapsack problem,fuzzy multidimensional multiple choice knapsack problem,0.808524489,0.21,1,2120
,,,,,
multi start partial bound enumeration method,multi start partial bound enumeration method,1.000000238,1,1,2121
,,,,,
efficient epsilon constraint method,efficient epsilon constraint method,0.999999762,1,1,2122
,,,,,
multi objective mathematical programming,multi start partial bound enumeration method,0.251258582,0.21,1,2123
,,,,,
fuzzy mathematical programming,fuzzy multidimensional multiple choice knapsack problem,0.371766388,0.56,1,2124
,,,,,
"['multidimensional multiple choice knapsack problem', 'multi start partial bound enumeration method', 'efficient epsilon constraint method', 'multi objective mathematical programming', 'fuzzy mathematical programming']","['fuzzy multidimensional multiple choice knapsack problem', 'multi start partial bound enumeration method', 'efficient epsilon constraint method']",N/A,1,1,2125
,,,,,
traces,traces,1,1,1,2126
,,,,,
communication,communication,0.999999344,1,1,2127
,,,,,
refine,refine,1,1,1,2128
,,,,,
model,model,1,1,1,2129
,,,,,
computation,computation,0.999999762,1,1,2130
,,,,,
dataflow,dataflow,1.000000238,1,1,2131
,,,,,
process,process,1.000000238,1,1,2132
,,,,,
network,network,0.999999762,1,1,2133
,,,,,
signal processing,signal processing,1,1,1,2134
,,,,,
applications,applications,1,1,2,2135
,,,,,
abstraction,abstraction,1,1,1,2136
,,,,,
concurrency,concurrency,0.999999762,1,1,2137
,,,,,
map,map,1,1,1,2138
,,,,,
architecture,architecture,1,1,1,2139
,,,,,
systems,systems,1.000000238,1,1,2140
,,,,,
implementation,implementation,0.999999762,1,1,2141
,,,,,
tool,tool,1,1,1,2142
,,,,,
exploration,exploration,1,1,1,2143
,,,,,
examples,examples,1,1,1,2144
,,,,,
"['traces', 'communication', 'refine', 'model', 'computation', 'dataflow', 'process', 'network', 'signal processing', 'applications', 'abstraction', 'concurrency', 'map', 'applications', 'architecture', 'systems', 'implementation', 'tool', 'exploration', 'examples']","['traces', 'communication', 'refine', 'model', 'computation', 'dataflow', 'process', 'network', 'signal processing', 'applications', 'abstraction', 'concurrency', 'map', 'architecture', 'systems', 'implementation', 'tool', 'exploration', 'examples']",N/A,1,1,2145
,,,,,
fisher information matrix,information matrix,0.374907464,1,1,2146
,,,,,
irreducible,irreducibility,0.763444126,1,1,2147
,,,,,
singularity of information matrix,information matrix,0.498643309,0.78,3,2148
,,,,,
"['fisher information matrix', 'irreducible', 'singularity of information matrix', 'singularity of information matrix', 'singularity of information matrix']","['information matrix', 'multilayer perceptron', 'irreducibility', 'parametric estimation', 'minimality', 'sigmoidal function']",N/A,0.45,1,2149
,,,,,
web security,security,0.490101635,0.56,1,2150
,,,,,
diary study,diary study,1,1,1,2151
,,,,,
user experience,participation,0.117729664,0.23,1,2152
,,,,,
user perceptions,design,0.025815241,0.1,1,2153
,,,,,
user interface design,design,0.264878929,0.23,1,2154
,,,,,
"['web security', 'diary study', 'user experience', 'user perceptions', 'user interface design']","['hci', 'design', 'security', 'diary study', 'participation', 'retail', 'phishing', 'online', 'trust']",N/A,0.12,1,2155
,,,,,
arc disjoint branching flows,disjoint branchings,0.512421608,0.32,1,2156
,,,,,
out branchings,disjoint branchings,0.392366946,0.12,1,2157
,,,,,
spanning out trees,branching flow,0.098859511,0.03,1,2158
,,,,,
np completeness,np complete,0.393271327,0.7,1,2159
,,,,,
polynomial time algorithm,polynomial algorithm,0.833341599,0.43,1,2160
,,,,,
"['arc disjoint branching flows', 'out branchings', 'spanning out trees', 'np completeness', 'polynomial time algorithm']","['disjoint branchings', 'branching flow', 'np complete', 'polynomial algorithm']",N/A,0.12,1,2161
,,,,,
impatience,60k25,-0.316724926,1,1,2162
,,,,,
synchronization,60k25,-0.364875644,0.03,1,2163
,,,,,
processor shared queue,60k25,-0.223769367,0.04,1,2164
,,,,,
regenerative medicine,60k25,-0.270460755,0.04,1,2165
,,,,,
queueing theory,60k25,-0.253160089,0.04,1,2166
,,,,,
reversible reneging,60k25,-0.198123276,0.04,3,2167
,,,,,
"['impatience', 'synchronization', 'processor shared queue', 'regenerative medicine', 'queueing theory', 'reversible reneging', 'reversible reneging', 'reversible reneging']",['60k25'],N/A,0.04,1,2168
,,,,,
ridge waveguide,waveguide,0.652632833,0.56,1,2169
,,,,,
holographic grating,holographic grating,0.999999762,1,1,2170
,,,,,
nanoimprint technology,nanoimprint,0.672354758,0.12,1,2171
,,,,,
rhodamine,polymer optics,0.177090481,0.21,1,2172
,,,,,
dfb laser etching,polymer dfb laser,0.249243572,0.04,1,2173
,,,,,
"['ridge waveguide', 'holographic grating', 'nanoimprint technology', 'rhodamine', 'dfb laser etching']","['su <digit>', 'waveguide', 'holographic grating', 'nanoimprint', 'polymer optics', 'polymer dfb laser']",N/A,0.03,1,2174
,,,,,
characterization,light scattering measurement,-0.027265921,0.02,1,2175
,,,,,
nanoplate,nanoplates,0.529547453,1,1,2176
,,,,,
lyosol,nanoplates,0.135280356,0.12,1,2177
,,,,,
liquid exfoliation,light scattering measurement,0.072762758,0.21,1,2178
,,,,,
graphene,graphene,1,1,1,2179
,,,,,
goniometer,nanoplates,0.116849735,0.12,1,2180
,,,,,
"['characterization', 'nanoplate', 'lyosol', 'liquid exfoliation', 'graphene', 'goniometer']","['nanoplates', 'graphene', 'discrete dipole approximation', 'light scattering measurement']",N/A,0.32,1,2181
,,,,,
algorithm visualization,algorithm visualization,0.999999762,1,1,2182
,,,,,
active learning,field studies,0.276772678,0.12,1,2183
,,,,,
pedagogical systems,field studies,0.192466453,0.03,1,2184
,,,,,
pedagogical visualization,algorithm visualization,0.297884971,0.43,6,2185
,,,,,
"['algorithm visualization', 'active learning', 'pedagogical systems', 'pedagogical visualization', 'pedagogical visualization', 'pedagogical visualization', 'pedagogical visualization', 'pedagogical visualization', 'pedagogical visualization']","['algorithm visualization', 'field studies', 'novice programming environments', 'live programming environments', 'usability studies']",N/A,0.12,1,2186
,,,,,
density interface,variable density contrast,0.428699821,0.3,1,2187
,,,,,
inversion,inversion,1.000000238,1,1,2188
,,,,,
gravity anomaly,gravity anomaly,0.999999762,1,1,2189
,,,,,
tucson basin,sedimentbasement interface,0.06297344,0.12,1,2190
,,,,,
arizona,inversion,-0.034473609,0.21,1,2191
,,,,,
"['density interface', 'inversion', 'gravity anomaly', 'tucson basin', 'arizona']","['gravity anomaly', 'sedimentbasement interface', 'n sided polygon', 'inversion', 'variable density contrast']",N/A,0.12,1,2192
,,,,,
bladder cancer,bladder cancer,1,1,1,2193
,,,,,
panoramic image,seamless panoramic stitching,0.325394511,0.03,1,2194
,,,,,
registration,image registration,0.435827136,0.23,1,2195
,,,,,
cystoscopy,endoscopy,0.623151124,0.04,1,2196
,,,,,
graph based reconstruction,image registration,0.237896979,0.5,1,2197
,,,,,
textured image,image mosaicing,0.232153177,0.12,1,2198
,,,,,
"['bladder cancer', 'panoramic image', 'registration', 'cystoscopy', 'graph based reconstruction', 'textured image']","['bladder cancer', 'image mosaicing', 'seamless panoramic stitching', 'image registration', 'endoscopy', 'graph cuts', 'higher order terms', 'non linear refinement']",N/A,0.1,1,2199
,,,,,
heuristics,heuristics,1,1,1,2200
,,,,,
evaluation,heuristic evaluation,0.205381572,0.45,1,2201
,,,,,
information visualization,information visualization,0.999999762,1,1,2202
,,,,,
usability,information visualization,-0.017551668,0.12,1,2203
,,,,,
user interface design,information visualization,0.239717394,0.12,1,2204
,,,,,
"['heuristics', 'evaluation', 'information visualization', 'usability', 'user interface design']","['heuristics', 'information visualization', 'heuristic evaluation']",N/A,0.34,1,2205
,,,,,
web services,web service applications,0.742233813,0.56,1,2206
,,,,,
coordination,coordination mechanisms,0.642749012,0.56,1,2207
,,,,,
intrusion tolerance,dependability,0.115158685,0.13,1,2208
,,,,,
security,web services coordination,0.127138212,0.06,1,2209
,,,,,
dependable coordination,dependability,0.48086682,0.54,1,2210
,,,,,
tuple space model,tuple spaces,0.658270419,0.67,1,2211
,,,,,
"['web services', 'coordination', 'intrusion tolerance', 'security', 'dependable coordination', 'tuple space model']","['dependability', 'web services coordination', 'coordination mechanisms', 'tuple spaces', 'web service applications']",N/A,0.34,1,2212
,,,,,
ieee 802.15.4,lr wpans,-0.16038765,0.05,1,2213
,,,,,
sensor networks,wireless sensor networks,0.62876761,0.52,1,2214
,,,,,
wpan,lr wpans,0.107958011,0.67,1,2215
,,,,,
