,Prediction,Target,Bert scores,Human scores,F1
3558,dynamic programming,dynamic programming,1.0,1.0,1.0
3560,nearest neighbor graph,dynamic programming,0.055900171,0.12,0.0
3562,"['image segmentation', 'region merging', 'sequential probability ratio test', 'minimal cost criterion', 'dynamic programming', 'nearest neighbor graph']","['image segmentation', 'region merging', 'dynamic programming', ""wald 's sequential probability ratio test""]",0.7246946215629578,0.41,0.6
3564,pairwise comparisons,pairwise comparison matrix,0.73427093,0.12,0.0
3566,group decision making,group decision making,1.0,1.0,1.0
3568,consistency,inconsistency indices,0.262758017,0.1,0.0
3570,preference,analytic hierarchy process,-0.082738683,0.21,0.0
3572,inconsistency index,inconsistency indices,0.9087001090000001,1.0,0.0
3574,"['pairwise comparisons', 'group decision making', 'consistency', 'preference', 'inconsistency index']","['boundary properties', 'group decision making', 'inconsistency indices', 'pairwise comparison matrix', 'analytic hierarchy process']",0.5285942077636718,0.53,0.20000000000000004
3576,sensitivity,robustness and sensitivity analysis,0.136445656,0.4,0.0
3578,optimal pricing,pricing,0.268411368,0.56,0.0
3580,queueing,queueing,1.0,1.0,1.0
3582,dynamic programming,stochastic programming,0.549901128,0.43,0.0
3584,optimum policy,stochastic programming,0.069818184,0.23,0.0
3586,"['sensitivity', 'optimal pricing', 'queueing', 'dynamic programming', 'optimum policy']","['pricing', 'queueing', 'stochastic programming', 'markov decision processes', 'robustness and sensitivity analysis']",0.3099802255630493,0.21,0.20000000000000004
3588,self organization,self organizing,0.7200421090000001,1.0,1.0
3590,p2p systems,peer to peer,0.18609254100000003,0.67,0.0
3592,multi dimensional structure,key value storage,0.128903732,0.53,0.0
3594,mobile agents,resource discovery,0.070087358,0.04,0.0
3596,peer to peer,peer to peer,1.0,1.0,1.0
3598,"['self organization', 'p2p systems', 'multi dimensional structure', 'mobile agents', 'peer to peer']","['self organizing', 'bio inspired', 'peer to peer', 'key value storage', 'resource discovery']",0.34400842189788816,0.45,0.4000000000000001
3600,traffic light,traffic lights,0.660236835,1.0,1.0
3602,virtual sign,traffic lights,-0.03246028,0.12,0.0
3604,in vehicle communication,v2v communication,0.10429032099999999,0.23,0.0
3606,traffic flow,traffic lights,0.466579735,0.41,0.0
3608,ubiquitous,traffic lights,-0.063955344,0.12,0.0
3610,scalability,traffic lights,0.033909492,0.04,0.0
3612,cost effectiveness,traffic lights,-0.04310219,0.05,0.0
3614,ivc,v2v communication,-0.12607379300000002,0.34,0.0
3616,"['traffic light', 'virtual sign', 'in vehicle communication', 'traffic flow', 'ubiquitous', 'scalability', 'cost effectiveness', 'ivc']","['self organized traffic', 'traffic lights', 'v2v communication']",0.17177008274518632,0.32,0.18181818181818182
3618,information retrieval,information retrieval,1.0,1.0,1.0
3620,information searches,information retrieval,0.63251555,0.54,0.0
3622,"['information retrieval', 'information searches', 'information searches', 'information searches', 'information searches', 'information searches', 'information searches', 'information searches', 'information searches', 'information searches', 'information searches', 'information searches', 'information searches', 'information searches', 'information searches', 'information searches']","['information retrieval', 'knowledge management', 'hospitals', 'information systems']",0.5546817905831952,0.23,0.1
3624,anfis,anfis and regression analysis,0.37724188,0.34,0.0
3626,scour depth,local scour,0.23230940100000003,0.12,0.0
3628,bridge abutment,bridge abutments,0.8435422779999999,1.0,1.0
3630,regression model,anfis and regression analysis,0.25631183399999996,0.12,0.0
3632,artificial neural networks,neural network,0.41651418799999995,1.0,0.0
3634,"['anfis', 'scour depth', 'bridge abutment', 'regression model', 'artificial neural networks']","['bridge abutments', 'neural network', 'anfis and regression analysis', 'local scour']",0.28001254796981817,0.32,0.22222222222222224
3636,evolutionary algorithm,improved strength pareto evolutionary algorithm,0.27565380899999997,0.45,0.0
3638,distributed generations,distributed generation,0.737574637,1.0,1.0
3640,simulated annealing,simulated annealing,1.000000238,1.0,1.0
3642,pareto optimal solution,improved strength pareto evolutionary algorithm,0.314714968,1.0,0.0
3644,economic dispatch,coordinative optimization,0.058129139,0.12,0.0
3646,power industry,distribution power system,0.333027095,0.21,0.0
3648,"['evolutionary algorithm', 'distributed generations', 'simulated annealing', 'pareto optimal solution', 'economic dispatch', 'power industry']","['improved strength pareto evolutionary algorithm', 'distributed generation', 'simulated annealing', 'distribution power system', 'coordinative optimization']",0.3159227046099576,0.04,0.3636363636363636
3650,real time ethernet,real time,0.35390228,0.56,0.0
3652,synchronization,network synchronization,0.323681295,0.54,0.0
3654,distributed measurement instrument,performance analysis,0.17473802,0.21,0.0
3656,fpga,fieldbus,0.074762277,0.12,0.0
3658,pc based monitor station,performance analysis,0.052071482,0.04,0.0
3660,iec <digit>,fieldbus,-0.17263402,0.03,0.0
3662,ie,performance analysis,-0.17437453600000002,0.05,0.0
3664,"['real time ethernet', 'synchronization', 'distributed measurement instrument', 'fpga', 'pc based monitor station', 'iec <digit>', 'iec <digit>', 'iec <digit>', 'ie']","['performance analysis', 'real time', 'ethernet network', 'fieldbus', 'network synchronization']",0.0,0.1,0.0
3666,documentation,documentation,1.0,1.0,1.0
3668,standardization,standardization,0.9999997620000001,1.0,1.0
3670,student,student,0.9999997620000001,1.0,1.0
3672,writing,writing,0.9999997620000001,1.0,1.0
3674,program,program,1.000000238,1.0,1.0
3676,goals,goals,1.0,1.0,1.0
3678,optimality,integrability,0.23626408,1.0,0.0
3680,code,code,1.0,1.0,1.0
3682,stress,stress,0.999999583,1.0,1.0
3684,computer science education,computer science education,0.9999997620000001,1.0,1.0
3686,industrial,industrial,1.0,1.0,1.0
3688,governance,governance,1.0,1.0,1.0
3690,point,point,1.0,1.0,1.0
3692,public,public,0.9999997620000001,1.0,1.0
3694,adopt,adopt,1.0,1.0,1.0
3696,requirements,requirements,1.0,1.0,1.0
3698,teaching,teaching,1.0,1.0,1.0
3700,introductory programming,introductory programming,1.0,1.0,1.0
3702,experience,experience,0.9999997620000001,1.0,1.0
3704,author,author,0.9999997620000001,1.0,1.0
3706,direct,direct,1.0,1.0,1.0
3708,effect,effect,0.9999997620000001,1.0,1.0
3710,"['documentation', 'standardization', 'student', 'writing', 'program', 'goals', 'optimality', 'code', 'stress', 'computer science education', 'industrial', 'governance', 'point', 'public', 'adopt', 'requirements', 'teaching', 'introductory programming', 'experience', 'author', 'direct', 'effect']","['documentation', 'standardization', 'student', 'writing', 'program', 'goals', 'code', 'stress', 'computer science education', 'industrial', 'governance', 'point', 'public', 'adopt', 'requirements', 'teaching', 'introductory programming', 'experience', 'author', 'direct', 'effect', 'use', 'component', 'integrability', 'variability', 'flow', 'rules', 'context']",0.8692632895083523,0.9,0.84
3712,differential space time modulation,space time coding,0.463419199,0.12,0.0
3714,ds cdma,ds cdma,0.9999997620000001,1.0,1.0
3716,deterministic de prefix,smart antennas,-0.09913939999999999,0.12,0.0
3718,rake type combination,rake receiver,0.27938193100000003,0.21,0.0
3720,differential space time receiver,space time coding,0.38976398100000004,0.33,0.0
3722,"['differential space time modulation', 'ds cdma', 'deterministic de prefix', 'rake type combination', 'differential space time receiver']","['ds cdma', 'wireless communications', 'space time coding', 'smart antennas', 'spread spectrum', 'rake receiver']",0.2660761746493253,0.23,0.1818181818181818
3724,normalization,normalization,1.0,1.0,1.0
3726,fuzzy weight,fuzzy weights,0.771315455,1.0,1.0
3728,multiple criteria decision analysis,multiple criteria decision making,0.831804395,1.0,0.0
3730,interval weight,interval weights,0.86923027,1.0,1.0
3732,"['normalization', 'fuzzy weight', 'multiple criteria decision analysis', 'interval weight']","['normalization', 'fuzzy weights', 'interval weights', 'multiple criteria decision making']",0.8680875301361084,1.0,0.75
3734,semi markov process,semi markov process,1.0,1.0,1.0
3736,poisson process,semi markov process,0.26785683600000004,0.12,0.0
3738,linear independence,batch arrival,0.079752415,0.12,0.0
3740,motion picture experts group,group of pictures,0.19660607,0.12,0.0
3742,interfering traffic,waiting time,-0.101179257,0.12,0.0
3744,m g <digit> queue,queue,0.13446086599999998,0.12,0.0
3746,"['semi markov process', 'poisson process', 'linear independence', 'motion picture experts group', 'interfering traffic', 'm g <digit> queue', 'm g <digit> queue', 'm g <digit> queue', 'm g <digit> queue']","['queue', 'mpeg', 'semi markov process', 'waiting time', 'batch arrival', 'group of pictures']",0.13333333333333333,0.04,0.13333333333333333
3748,fractal dimension,fractal dimension,0.9999997620000001,1.0,1.0
3750,urban growth,urban growth,0.9999997620000001,1.0,1.0
3752,shape area,area perimeter relation,0.13632369,1.0,0.0
3754,box counting method,box counting method,0.9999997620000001,1.0,1.0
3756,urban growth dynamics,urban growth,0.710945785,0.96,0.0
3758,"['fractal dimension', 'urban growth', 'shape area', 'box counting method', 'urban growth dynamics']","['fractal dimension', 'urban growth', 'box counting method', 'area perimeter relation']",0.7460739748813521,0.76,0.6666666666666665
3760,adaptive critic,adaptive critic design,0.647626162,0.45,0.0
3762,dynamic optimization,energy efficiency,0.276985765,0.23,0.0
3764,particle swarm optimization,wildlife monitoring,0.289814681,0.1,0.0
3766,neural network,wireless sensor networks,0.324493825,0.1,0.0
3768,sleep scheduling,sleep scheduling,0.9999997620000001,1.0,1.0
3770,wireless sensor motes,wireless sensor networks,0.662620544,0.56,0.0
3772,"['adaptive critic', 'dynamic optimization', 'particle swarm optimization', 'neural network', 'sleep scheduling', 'wireless sensor motes']","['adaptive critic design', 'sleep scheduling', 'wildlife monitoring', 'energy efficiency', 'wireless sensor networks']",0.42004481228915125,0.45,0.1818181818181818
3774,linearity,linear lambda calculus,0.203798696,0.23,0.0
3776,recursion,recursion,0.9999997620000001,1.0,1.0
3778,typed lambda calculus,linear lambda calculus,0.552512765,0.12,0.0
3780,language,linear lambda calculus,-0.038114335,0.12,0.0
3782,value,recursion,-0.039827451,0.32,0.0
3784,evaluation,recursion,0.173274398,0.12,0.0
3786,strategies,pcf,-0.093855515,0.32,0.0
3788,implementation,recursion,0.152102232,0.12,0.0
3790,"['linearity', 'recursion', 'typed lambda calculus', 'language', 'value', 'evaluation', 'strategies', 'implementation']","['recursion', 'pcf', 'linear lambda calculus']",0.2822750048203902,0.12,0.18181818181818182
3792,power aware,power aware,1.0,1.0,1.0
3794,paging,paging,1.000000238,1.0,1.0
3796,allocation,allocation,1.0,1.0,1.0
3798,challenge,challenge,1.0,1.0,1.0
3800,computation,computation,1.0,1.0,1.0
3802,energy consumption,energy consumption,1.0,1.0,1.0
3804,lifetime,lifetime,1.0,1.0,1.0
3806,batteries,batteries,1.0,1.0,1.0
3808,mobile device,mobile device,1.0,1.0,1.0
3810,memorialized,memorialized,1.0,1.0,1.0
3812,energy efficiency,energy efficiency,1.0,1.0,1.0
3814,technologies,technologies,1.0,1.0,1.0
3816,power management,power management,1.0,1.0,1.0
3818,feature,feature,0.9999997620000001,1.0,1.0
3820,paper,paper,1.000000238,1.0,1.0
3822,exploration,exploration,1.0,1.0,1.0
3824,interaction,interaction,1.0,1.0,1.0
3826,placement,placement,0.9999997620000001,1.0,1.0
3828,dynamic,dynamic,1.0,1.0,1.0
3830,hardware,hardware,0.9999997620000001,1.0,1.0
3832,policy,policy,1.0,1.0,1.0
3834,"['power aware', 'paging', 'allocation', 'challenge', 'computation', 'energy consumption', 'lifetime', 'batteries', 'mobile device', 'memorialized', 'energy efficiency', 'technologies', 'power management', 'feature', 'paper', 'exploration', 'interaction', 'placement', 'dynamic', 'hardware', 'policy']","['power', 'power aware', 'paging', 'allocation', 'challenge', 'computation', 'energy', 'energy consumption', 'lifetime', 'batteries', 'mobile device', 'memorialized', 'energy efficiency', 'technologies', 'power management', 'feature', 'paper', 'exploration', 'interaction', 'placement', 'dynamic', 'hardware', 'policy', 'exploit', 'informal', 'operating system', 'strategies', 'experience', 'simulation', 'environments', 'traces', 'workload', 'mobile computing', 'processor', 'memory model', 'benchmark', 'case', 'cooperation', 'software', 'delay']",0.7516856176889541,0.7,0.6885245901639345
3836,belief hierarchy,hierarchical belief,0.325003356,0.87,0.0
3838,uncertainty,belief change,0.071091063,0.12,0.0
3840,subjective probability,subjective probability,1.0,1.0,1.0
3842,belief change,belief change,1.0,1.0,1.0
3844,belief resiliency,belief change,0.203786954,0.65,0.0
3846,belief revision,belief change,0.5111016039999999,0.56,0.0
3848,belief updating,belief change,0.35619396,0.56,0.0
3850,belief focusing,belief change,0.284898847,0.56,0.0
3852,"['belief hierarchy', 'uncertainty', 'subjective probability', 'belief change', 'belief resiliency', 'belief revision', 'belief updating', 'belief focusing']","['hierarchical belief', 'subjective probability', 'belief change', 'revising', 'updating', 'focusing', 'objective probability']",0.3456525670613927,0.45,0.26666666666666666
3854,two commodity network design,network design,0.486316323,0.43,0.0
3856,shortest path,network design,-0.076183118,0.12,0.0
3858,linear programming reformulation,network design,0.365036994,0.42,0.0
3860,polyhedron,network design,-0.012599579,0.12,0.0
3862,np completeness,integer optima,-0.145911068,0.04,0.0
3864,"['two commodity network design', 'shortest path', 'linear programming reformulation', 'polyhedron', 'np completeness']","['two commodity', 'network design', 'integer optima']",0.14930837859472337,0.23,0.0
